id,price_doc
30620,2496830.5
30621,8423975.0
30622,7488766.5
30623,6100174.5
30624,6629619.5
30625,8028054.5
30626,6271263.0
30627,7158149.0
30628,6367184.5
30629,5101248.5
30630,4732813.5
30631,6005239.0
30632,4001534.5
30633,5843269.5
30634,11453579.0
30635,9538407.0
30636,5217054.0
30637,9354702.0
30638,5760199.0
30639,7329584.0
30640,4512857.5
30641,7984015.0
30642,6477051.0
30643,7676556.0
30644,9489339.0
30645,7078972.0
30646,5224433.0
30647,4727621.0
30648,23116398.0
30649,2181892.5
30650,4916881.5
30651,3202391.0
30652,4404770.5
30653,7581465.0
30654,4455447.5
30655,12388831.0
30656,3853225.25
30657,6344176.0
30658,10639461.0
30659,4617379.5
30660,8515896.0
30661,6694960.0
30662,7836986.0
30663,15929617.0
30664,12099121.0
30665,6115161.5
30666,2596770.75
30667,4133694.25
30668,8884933.0
30669,4921249.0
30670,2375595.0
30671,7275409.5
30672,14717462.0
30673,10277855.0
30674,11437162.0
30675,1913641.5
30676,6618476.0
30677,4216213.0
30678,19326670.0
30679,5749480.5
30680,5141356.0
30681,2346906.5
30682,8597753.0
30683,9644476.0
30684,4651703.5
30685,7037588.0
30686,9205526.0
30687,4931434.5
30688,4430021.5
30689,15015325.0
30690,24332426.0
30691,4453565.5
30692,6147051.5
30693,11144192.0
30694,5440286.0
30695,7028687.5
30696,6408011.0
30697,11783101.0
30698,7599417.5
30699,5739964.0
30700,4871007.5
30701,9489339.0
30702,5922537.0
30703,3724810.5
30704,11436661.0
30705,8948412.0
30706,23791716.0
30707,3619031.5
30708,13863564.0
30709,6152200.5
30710,6817273.0
30711,4575067.5
30712,3984299.75
30713,6085218.5
30714,7036454.0
30715,3755790.0
30716,9640852.0
30717,6414577.5
30718,8953021.0
30719,14627712.0
30720,7410390.5
30721,4549258.5
30722,7323749.5
30723,6169462.5
30724,11848684.0
30725,6675750.0
30726,11624342.0
30727,9475214.0
30728,11111845.0
30729,3337583.75
30730,6135437.5
30731,6193491.0
30732,4453540.0
30733,9705816.0
30734,7076873.0
30735,5349745.0
30736,5410953.0
30737,6613920.5
30738,6019470.5
30739,4485341.5
30740,6801350.0
30741,11447267.0
30742,4070818.5
30743,4902362.0
30744,8967599.0
30745,6677571.0
30746,5545798.0
30747,17060608.0
30748,16218384.0
30749,4877269.0
30750,6386298.0
30751,3272576.5
30752,7313531.5
30753,9996527.0
30754,5502142.0
30755,4826583.5
30756,6346766.0
30757,5173434.5
30758,10553182.0
30759,5889357.0
30760,4095549.25
30761,9759558.0
30762,6712413.0
30763,11748272.0
30764,6039412.0
30765,5963122.0
30766,3397282.75
30767,9738768.0
30768,4341065.5
30769,6967395.5
30770,6051992.5
30771,2819612.25
30772,8297471.0
30773,8019537.5
30774,5574219.0
30775,12091531.0
30776,5528794.0
30777,6235641.5
30778,9216560.0
30779,6394403.5
30780,7516284.5
30781,6598183.0
30782,5123490.5
30783,5538446.0
30784,3535810.25
30785,5242530.5
30786,4059664.5
30787,6053401.0
30788,5578920.5
30789,7458717.0
30790,6508922.5
30791,10021268.0
30792,7198237.0
30793,11028716.0
30794,12632095.0
30795,11248233.0
30796,11411689.0
30797,14157073.0
30798,2633788.0
30799,10265003.0
30800,14605381.0
30801,6118475.0
30802,21147556.0
30803,2822509.75
30804,3735023.0
30805,14962036.0
30806,7127556.5
30807,5842751.0
30808,10111064.0
30809,4828692.0
30810,11193380.0
30811,4276099.5
30812,5311110.5
30813,5021179.5
30814,2446247.75
30815,3776758.75
30816,8328993.0
30817,1675207.5
30818,7661270.5
30819,7618763.5
30820,5068767.0
30821,25287052.0
30822,8982013.0
30823,7648619.0
30824,3529995.0
30825,5240641.0
30826,9835596.0
30827,5558432.0
30828,5715023.5
30829,5352143.5
30830,8411740.0
30831,6458934.5
30832,5863398.5
30833,4990535.5
30834,4131081.5
30835,7270041.5
30836,6441501.5
30837,4938456.0
30838,4253749.5
30839,5928046.5
30840,11047243.0
30841,11093358.0
30842,7011843.0
30843,5572630.0
30844,6485315.0
30845,9472666.0
30846,4134849.5
30847,5875612.5
30848,8303146.5
30849,4238499.5
30850,3982613.25
30851,4949026.5
30852,6437596.0
30853,4436511.5
30854,5561045.5
30855,7335563.0
30856,8687684.0
30857,2155173.25
30858,4147463.75
30859,5905673.0
30860,5769468.0
30861,8750413.0
30862,6224442.0
30863,6070895.5
30864,6305584.0
30865,9635007.0
30866,6840001.0
30867,5738628.5
30868,8464288.0
30869,5399700.0
30870,5263480.5
30871,8644576.0
30872,4924047.0
30873,3859028.25
30874,4732177.0
30875,6440125.5
30876,4858069.0
30877,10051322.0
30878,5571519.0
30879,11005034.0
30880,6189594.0
30881,1776388.375
30882,10821261.0
30883,3600902.0
30884,5677356.0
30885,5078744.5
30886,7379754.5
30887,5601909.5
30888,4355916.0
30889,5100071.5
30890,7037205.5
30891,3545034.75
30892,3689319.5
30893,4226789.5
30894,5590957.5
30895,4200705.0
30896,6323795.0
30897,7751512.5
30898,6572722.0
30899,6779423.0
30900,3355641.75
30901,6560723.0
30902,1956193.875
30903,6789607.0
30904,7775434.5
30905,5653885.0
30906,6075332.0
30907,13194635.0
30908,4097495.0
30909,12725076.0
30910,7024874.5
30911,4038099.25
30912,6418714.5
30913,19536742.0
30914,5878331.0
30915,7666752.0
30916,5530640.0
30917,8228064.5
30918,6586062.0
30919,4844795.0
30920,4841474.0
30921,3891409.75
30922,5621432.5
30923,3485926.0
30924,5126130.0
30925,14489869.0
30926,6639667.0
30927,7760707.0
30928,5164541.5
30929,5113498.5
30930,10201198.0
30931,10832475.0
30932,5039433.0
30933,4601628.5
30934,13563250.0
30935,6532659.0
30936,7099958.5
30937,8689905.0
30938,3664507.25
30939,8931769.0
30940,6443781.0
30941,6426376.5
30942,3599319.25
30943,6596685.5
30944,5019527.5
30945,3699043.25
30946,13323155.0
30947,6759771.0
30948,8386053.0
30949,6020343.0
30950,6077058.5
30951,15828218.0
30952,7533450.0
30953,9674248.0
30954,4758021.0
30955,6275863.5
30956,7314054.5
30957,5816138.5
30958,27871202.0
30959,8090741.5
30960,7527130.5
30961,8640026.0
30962,10983540.0
30963,3676976.5
30964,4481207.0
30965,6692368.0
30966,12057814.0
30967,11347746.0
30968,3405177.75
30969,3554469.5
30970,6229543.0
30971,10245052.0
30972,3756280.75
30973,5216412.5
30974,4943323.5
30975,7639062.0
30976,5089838.5
30977,6850903.0
30978,7687824.0
30979,3422250.0
30980,6990143.5
30981,5702257.0
30982,6424109.5
30983,3935208.5
30984,5681088.0
30985,3577318.75
30986,9633463.0
30987,8415335.0
30988,6222780.0
30989,7291044.5
30990,13121778.0
30991,8821971.0
30992,2651768.0
30993,7430176.5
30994,4825980.5
30995,6641275.5
30996,5653475.0
30997,7097101.5
30998,6108103.0
30999,7256589.5
31000,7964485.5
31001,6285003.5
31002,9546761.0
31003,9787203.0
31004,4106688.25
31005,2624716.0
31006,7432742.0
31007,4524350.5
31008,5657790.0
31009,6607363.5
31010,6496755.0
31011,4069972.25
31012,5804341.5
31013,7171801.5
31014,14809146.0
31015,7725196.0
31016,4020074.25
31017,9448919.0
31018,5415248.0
31019,4383072.5
31020,6912614.0
31021,12023434.0
31022,20320306.0
31023,9717171.0
31024,4851420.5
31025,6068545.0
31026,6142879.0
31027,4370059.0
31028,3587428.0
31029,8478127.0
31030,6909233.0
31031,9041450.0
31032,9584345.0
31033,8521461.0
31034,7174702.0
31035,9612631.0
31036,6917619.5
31037,24984252.0
31038,4231044.0
31039,10161098.0
31040,5830639.0
31041,4195908.5
31042,3179846.5
31043,6331676.5
31044,8729592.0
31045,7510108.0
31046,13230673.0
31047,7973377.5
31048,5781486.5
31049,4446588.5
31050,7846910.0
31051,6180681.0
31052,3834332.25
31053,15646081.0
31054,6108505.0
31055,5495162.0
31056,12123607.0
31057,5644693.5
31058,7231718.5
31059,2842168.5
31060,6787846.0
31061,6404272.0
31062,6279803.0
31063,3647249.0
31064,4924657.5
31065,9959871.0
31066,4273352.0
31067,8125847.5
31068,4118796.0
31069,4455940.0
31070,4822162.0
31071,3338366.75
31072,8153824.5
31073,1773375.375
31074,7195780.0
31075,6472821.5
31076,6529999.5
31077,5533330.5
31078,4216293.5
31079,5063814.5
31080,6574051.0
31081,2815157.25
31082,10647622.0
31083,4910784.5
31084,9432947.0
31085,11946467.0
31086,3729278.5
31087,4809133.0
31088,7789825.5
31089,6424679.5
31090,32119108.0
31091,3207868.5
31092,6655421.0
31093,6160761.0
31094,6087604.0
31095,5075263.5
31096,20130548.0
31097,10358445.0
31098,10120210.0
31099,20942202.0
31100,4812041.5
31101,3997407.75
31102,5975942.5
31103,10786333.0
31104,5400895.0
31105,9085429.0
31106,4359024.5
31107,9226902.0
31108,6674012.0
31109,5444080.0
31110,9177756.0
31111,10807483.0
31112,5865300.0
31113,3482427.0
31114,4625546.0
31115,5475879.5
31116,5683141.5
31117,6067480.5
31118,3889395.25
31119,3240594.0
31120,5420105.0
31121,6376719.0
31122,5678439.0
31123,5019881.5
31124,5321783.0
31125,12244333.0
31126,18945270.0
31127,5475639.0
31128,5998628.0
31129,5568332.0
31130,11971535.0
31131,7472215.5
31132,9245470.0
31133,10538076.0
31134,6096911.5
31135,10215392.0
31136,9771888.0
31137,4084382.25
31138,6884830.5
31139,3831232.5
31140,6932664.5
31141,7524625.5
31142,9520558.0
31143,4925305.5
31144,3837321.0
31145,5789508.5
31146,5333525.0
31147,13125658.0
31148,6207115.0
31149,1992741.875
31150,8158585.0
31151,5075331.0
31152,7842025.0
31153,5247002.0
31154,15991323.0
31155,6363785.0
31156,8746409.0
31157,4164113.25
31158,9113511.0
31159,6061829.5
31160,5251107.0
31161,3484772.5
31162,4522866.5
31163,5632567.5
31164,6021801.5
31165,6163017.5
31166,5595342.0
31167,7192665.0
31168,11198846.0
31169,7062108.0
31170,5578058.5
31171,11589540.0
31172,5288245.5
31173,10465705.0
31174,10013339.0
31175,16524263.0
31176,4948229.0
31177,8040405.5
31178,4109466.0
31179,4672364.5
31180,4166465.0
31181,9101958.0
31182,7065153.0
31183,7893527.5
31184,4975219.5
31185,4097151.0
31186,8317388.5
31187,3533835.0
31188,5017651.5
31189,4876138.5
31190,7334961.5
31191,13141540.0
31192,3907314.75
31193,5333469.0
31194,10886846.0
31195,7304748.5
31196,4881592.0
31197,14547025.0
31198,5632068.0
31199,6544563.0
31200,10251795.0
31201,3810982.5
31202,3662624.0
31203,6203883.5
31204,3587181.5
31205,8373083.0
31206,5766151.0
31207,4165535.25
31208,4629306.0
31209,4065507.25
31210,5662697.0
31211,7559913.5
31212,4753313.0
31213,10405673.0
31214,6720823.5
31215,4918743.0
31216,5671804.0
31217,6747327.5
31218,8166720.0
31219,3458640.0
31220,7166947.0
31221,3699957.0
31222,6629505.5
31223,9463619.0
31224,7049827.5
31225,11329299.0
31226,6066635.5
31227,9278434.0
31228,9767211.0
31229,4713337.0
31230,5484989.0
31231,3909517.75
31232,6839896.5
31233,6413837.5
31234,6235070.5
31235,5395566.5
31236,6327052.5
31237,10668134.0
31238,6583977.0
31239,12208071.0
31240,6537084.0
31241,6256740.5
31242,6876307.0
31243,3700257.0
31244,6851700.5
31245,7749679.5
31246,11094691.0
31247,5571588.5
31248,6954291.0
31249,9528897.0
31250,5680270.0
31251,6745603.0
31252,6184036.0
31253,8661815.0
31254,5507911.5
31255,11735104.0
31256,6497944.5
31257,4962950.5
31258,8587608.0
31259,10117218.0
31260,7606973.0
31261,21776528.0
31262,5650952.5
31263,5912430.0
31264,3794619.0
31265,11620263.0
31266,7696524.0
31267,3795476.75
31268,4130892.5
31269,7924784.5
31270,4080278.75
31271,5168838.0
31272,15924149.0
31273,7669502.0
31274,5601428.5
31275,6208228.0
31276,5345930.0
31277,4937015.0
31278,13570806.0
31279,14028775.0
31280,7469643.5
31281,6677590.0
31282,11882564.0
31283,6287737.5
31284,3891161.25
31285,5260610.5
31286,7339390.5
31287,9615363.0
31288,4288204.0
31289,9116275.0
31290,5838278.5
31291,6374341.5
31292,3715802.25
31293,6833024.5
31294,3775909.0
31295,18228142.0
31296,9478215.0
31297,7876750.5
31298,3620070.5
31299,9538097.0
31300,6885316.5
31301,6308892.5
31302,5171417.0
31303,8319371.5
31304,6732126.5
31305,8564724.0
31306,3192343.75
31307,6089299.5
31308,7893527.5
31309,8340670.0
31310,58340292.0
31311,5221344.5
31312,5544180.0
31313,12123099.0
31314,6441759.5
31315,9601032.0
31316,11601749.0
31317,17721422.0
31318,8329120.5
31319,6632806.5
31320,5972114.0
31321,6603319.5
31322,6843465.5
31323,7633243.5
31324,6703661.5
31325,6038277.5
31326,5202209.0
31327,7709835.5
31328,14047947.0
31329,5422054.0
31330,11084749.0
31331,8243176.0
31332,5700479.0
31333,5111022.0
31334,4083424.25
31335,8993396.0
31336,8003325.0
31337,7278463.0
31338,3900111.0
31339,4697380.0
31340,6292752.5
31341,9538097.0
31342,4997012.0
31343,3402762.5
31344,3953614.25
31345,4890799.5
31346,3620042.75
31347,8091220.0
31348,11260919.0
31349,11061770.0
31350,3454951.0
31351,5399597.0
31352,9578735.0
31353,4938230.0
31354,7352028.5
31355,8951928.0
31356,4138155.5
31357,4963419.0
31358,2417190.0
31359,6344357.5
31360,9832464.0
31361,4689010.0
31362,9745160.0
31363,5311343.5
31364,3669760.0
31365,3690002.25
31366,6476526.0
31367,9492308.0
31368,6280126.5
31369,4237808.0
31370,9424350.0
31371,8264011.0
31372,6762388.5
31373,5245386.0
31374,6306149.5
31375,5563480.5
31376,6545811.5
31377,8891807.0
31378,5484978.5
31379,34317560.0
31380,4225810.0
31381,7918544.5
31382,5315706.5
31383,7526053.5
31384,24271334.0
31385,12272999.0
31386,8630523.0
31387,11323639.0
31388,4979496.5
31389,4281759.5
31390,7239516.0
31391,5237613.0
31392,9917068.0
31393,8404700.0
31394,5274510.5
31395,4238709.5
31396,9204596.0
31397,6880971.0
31398,2227287.0
31399,11303010.0
31400,4167092.75
31401,11209703.0
31402,9294872.0
31403,4969169.0
31404,4490486.0
31405,4059327.75
31406,5983356.0
31407,3399308.25
31408,6122829.5
31409,4042264.25
31410,11398550.0
31411,7760869.5
31412,10414509.0
31413,7289404.0
31414,4332938.0
31415,14677234.0
31416,6292620.5
31417,4635482.0
31418,7217966.0
31419,9714261.0
31420,9345054.0
31421,6414736.5
31422,6368860.5
31423,6988944.0
31424,18448252.0
31425,5944884.0
31426,4511480.5
31427,6933100.5
31428,7338515.5
31429,12487903.0
31430,4763024.0
31431,5478313.5
31432,5059600.5
31433,6128204.0
31434,3804224.75
31435,11107946.0
31436,9278470.0
31437,12158644.0
31438,8340272.0
31439,11253447.0
31440,6793337.5
31441,6532603.0
31442,7485731.5
31443,11389640.0
31444,6480863.5
31445,9492163.0
31446,12895621.0
31447,5992110.0
31448,7695291.0
31449,7916430.0
31450,6311877.5
31451,7396989.5
31452,11117399.0
31453,3009389.5
31454,5303751.0
31455,7520744.0
31456,4913351.5
31457,5408234.5
31458,16288353.0
31459,8331630.5
31460,5007861.0
31461,4537339.0
31462,3653828.75
31463,5492123.5
31464,7731276.5
31465,5104966.5
31466,49558304.0
31467,3395799.25
31468,13211155.0
31469,4863636.0
31470,5527571.0
31471,12063542.0
31472,2435386.5
31473,7343766.5
31474,4122584.5
31475,7308525.5
31476,19795786.0
31477,7055652.0
31478,5000559.0
31479,5778785.5
31480,9435322.0
31481,8291261.5
31482,9862591.0
31483,8928703.0
31484,6888456.0
31485,3138711.5
31486,2887994.5
31487,4725863.0
31488,13805064.0
31489,7537862.5
31490,4791900.5
31491,5924305.0
31492,7699262.5
31493,8484881.0
31494,5091693.0
31495,5401554.0
31496,8392349.0
31497,4464749.5
31498,6017789.0
31499,11024846.0
31500,10228319.0
31501,9214907.0
31502,9274064.0
31503,5350602.0
31504,9474347.0
31505,19144110.0
31506,7224398.0
31507,6485500.5
31508,6338697.0
31509,5377284.0
31510,5302699.0
31511,4917608.0
31512,5805720.0
31513,22752022.0
31514,23993002.0
31515,2142030.5
31516,16254772.0
31517,5595886.5
31518,7746997.0
31519,5998176.0
31520,5971294.0
31521,4729452.0
31522,4269600.0
31523,6756574.0
31524,8574686.0
31525,11452530.0
31526,5580958.5
31527,6675578.0
31528,4523975.0
31529,5716413.5
31530,6257874.5
31531,8736938.0
31532,5643429.0
31533,13670905.0
31534,7619141.5
31535,9941404.0
31536,7346519.5
31537,4120603.5
31538,4856878.0
31539,3694044.25
31540,9392211.0
31541,2767268.25
31542,5580900.0
31543,3698471.75
31544,4837528.0
31545,7490438.0
31546,12286420.0
31547,5794690.0
31548,5721273.0
31549,5578021.5
31550,5018761.5
31551,5717444.0
31552,7086179.0
31553,6098377.0
31554,7812584.0
31555,3826113.5
31556,7002300.5
31557,5723107.0
31558,9613456.0
31559,2656666.0
31560,7206246.0
31561,6924022.0
31562,36339532.0
31563,3771986.0
31564,8294148.0
31565,9063949.0
31566,5616899.0
31567,16932038.0
31568,6101123.0
31569,6525977.5
31570,6915786.0
31571,6210353.5
31572,3675188.75
31573,5470743.0
31574,11081071.0
31575,5561374.5
31576,6805775.0
31577,4904793.5
31578,8331702.5
31579,5421237.0
31580,7295078.5
31581,5378961.5
31582,6075957.5
31583,8466710.0
31584,4023829.5
31585,6618602.0
31586,12218950.0
31587,13776209.0
31588,9028405.0
31589,3506307.5
31590,5362131.5
31591,6448053.5
31592,7520665.5
31593,7276582.5
31594,8176328.5
31595,5303245.0
31596,3706921.75
31597,5518343.0
31598,3639452.0
31599,6294037.0
31600,7077386.0
31601,14368993.0
31602,5277690.5
31603,15829727.0
31604,4067205.75
31605,5009599.5
31606,6205410.0
31607,7337536.0
31608,5245291.0
31609,5451244.5
31610,7053203.0
31611,6059633.5
31612,5613712.5
31613,4852063.5
31614,14652536.0
31615,9528151.0
31616,10911023.0
31617,4406480.5
31618,6935521.0
31619,9976108.0
31620,4182991.5
31621,6235136.0
31622,31075794.0
31623,9728780.0
31624,4958390.0
31625,9830551.0
31626,5529748.5
31627,7342086.0
31628,11059914.0
31629,9344520.0
31630,3815273.5
31631,5781221.5
31632,17675208.0
31633,5054623.5
31634,8433878.0
31635,12557409.0
31636,5784255.0
31637,5487040.0
31638,7395409.5
31639,3671219.75
31640,10809152.0
31641,3947936.25
31642,3177336.5
31643,5509666.5
31644,10522630.0
31645,5956120.0
31646,8695244.0
31647,6474192.0
31648,11415695.0
31649,5736735.0
31650,6388241.5
31651,12680882.0
31652,5344773.0
31653,5362218.5
31654,5582837.5
31655,4149786.0
31656,21890884.0
31657,7214311.5
31658,4178454.25
31659,7457778.0
31660,5120618.5
31661,5039865.5
31662,6647092.5
31663,3880625.5
31664,3570818.75
31665,4119672.25
31666,5493443.5
31667,7992128.0
31668,10538397.0
31669,12259289.0
31670,6636995.5
31671,5607527.0
31672,8363131.0
31673,7227499.0
31674,8765230.0
31675,7514191.5
31676,7362138.5
31677,4884600.0
31678,4976515.0
31679,8167187.0
31680,7362195.0
31681,6206475.5
31682,3543294.0
31683,6627217.5
31684,4941316.0
31685,3648786.75
31686,11895172.0
31687,10443192.0
31688,10187568.0
31689,3707689.0
31690,7007738.0
31691,3745906.5
31692,4133075.5
31693,6275026.0
31694,6443369.5
31695,6747417.5
31696,3427989.25
31697,4985807.0
31698,3371124.5
31699,5519069.0
31700,5284394.0
31701,8685671.0
31702,5815151.0
31703,8921621.0
31704,5916739.0
31705,9227553.0
31706,5365830.0
31707,11737119.0
31708,8405918.0
31709,5044366.0
31710,10780821.0
31711,7577020.0
31712,7825693.5
31713,5560573.5
31714,5396683.0
31715,5021567.0
31716,5765695.0
31717,10216016.0
31718,4730363.5
31719,7342660.0
31720,4392203.0
31721,4522862.0
31722,5665468.0
31723,5493475.0
31724,5987466.0
31725,4963935.0
31726,12429257.0
31727,6250311.5
31728,4461557.5
31729,6982108.5
31730,3512335.0
31731,7072979.5
31732,7691006.5
31733,3505054.0
31734,4184124.5
31735,2930660.75
31736,6271215.0
31737,5121947.0
31738,5546597.0
31739,6002250.5
31740,7603448.0
31741,11519326.0
31742,12562008.0
31743,7524094.5
31744,4886892.5
31745,3659136.25
31746,9626759.0
31747,4934407.5
31748,16644782.0
31749,5574740.0
31750,9223031.0
31751,7790717.5
31752,4088349.5
31753,3718049.5
31754,8088465.5
31755,10592485.0
31756,2058201.375
31757,6069413.5
31758,5909425.5
31759,6264771.0
31760,5981559.0
31761,16937400.0
31762,2459858.25
31763,11162806.0
31764,6349224.0
31765,3919619.75
31766,8094368.5
31767,3700281.5
31768,6645901.0
31769,9270014.0
31770,3636898.25
31771,3842645.5
31772,8599795.0
31773,5487903.5
31774,6489330.5
31775,10253164.0
31776,1966830.25
31777,4158890.5
31778,10258426.0
31779,8352586.0
31780,6671988.5
31781,7178534.5
31782,5373880.0
31783,3785716.25
31784,5786837.0
31785,6176315.0
31786,4867018.5
31787,6668286.5
31788,5115215.5
31789,5985747.5
31790,3808871.25
31791,8809654.0
31792,6874779.0
31793,7881439.5
31794,6703751.0
31795,5713966.5
31796,4970884.5
31797,14339397.0
31798,7781027.5
31799,4053393.5
31800,5439767.0
31801,3379416.5
31802,6369407.5
31803,7586542.5
31804,5134560.0
31805,3453429.0
31806,6894338.0
31807,6483064.0
31808,8468244.0
31809,6354300.0
31810,3851741.0
31811,7040038.5
31812,6391300.5
31813,6258525.0
31814,5437065.0
31815,5987831.5
31816,4773474.0
31817,3407308.75
31818,6253704.0
31819,5816909.5
31820,10599296.0
31821,12130801.0
31822,5361206.0
31823,4843326.0
31824,3519789.25
31825,4709657.0
31826,5981832.5
31827,7619781.0
31828,5324621.0
31829,8784394.0
31830,6554394.5
31831,3237150.0
31832,11941819.0
31833,11546273.0
31834,6524683.5
31835,4533334.0
31836,7405332.5
31837,3401889.75
31838,8005867.0
31839,4612072.0
31840,9535715.0
31841,5007899.0
31842,7315401.0
31843,3634911.5
31844,6119665.5
31845,8554903.0
31846,4867018.5
31847,4878664.5
31848,5756025.5
31849,8712783.0
31850,6436171.5
31851,11723068.0
31852,6480839.0
31853,9392211.0
31854,6254330.5
31855,4592632.5
31856,5147803.0
31857,9103851.0
31858,11380302.0
31859,30107286.0
31860,6853550.0
31861,14010645.0
31862,6878694.0
31863,9682278.0
31864,3313155.25
31865,4975703.5
31866,3193016.5
31867,7881432.0
31868,5205454.5
31869,9759185.0
31870,3372198.5
31871,4701346.0
31872,11140685.0
31873,6171675.5
31874,4949508.0
31875,5615817.0
31876,5082116.5
31877,22172724.0
31878,3654640.75
31879,8301650.0
31880,9920398.0
31881,4555071.5
31882,14886601.0
31883,4939624.5
31884,4990944.5
31885,5613910.5
31886,8075155.0
31887,9022862.0
31888,3945519.75
31889,11652956.0
31890,4676671.0
31891,3906051.75
31892,3758782.0
31893,16064969.0
31894,7763979.0
31895,3489235.25
31896,3590785.75
31897,3497260.75
31898,4024815.75
31899,4093354.75
31900,5753506.5
31901,6805100.0
31902,6778880.0
31903,6096196.5
31904,4106073.5
31905,6697380.0
31906,4145249.25
31907,3735699.75
31908,3693632.25
31909,7364891.5
31910,4194628.0
31911,3816176.0
31912,6311564.5
31913,6762821.0
31914,6292044.5
31915,7155432.5
31916,4182161.75
31917,5437236.0
31918,4663243.5
31919,6501453.0
31920,3854221.25
31921,4931542.5
31922,6307027.5
31923,8634013.0
31924,10467861.0
31925,6406208.5
31926,8416731.0
31927,10580875.0
31928,6750829.0
31929,14565654.0
31930,7409754.5
31931,6191825.5
31932,8251733.5
31933,7240759.0
31934,5715285.5
31935,4832483.5
31936,3912046.25
31937,6253167.5
31938,5305521.5
31939,5875433.0
31940,7292081.0
31941,32030278.0
31942,5300595.5
31943,8101643.5
31944,4353474.0
31945,5487223.0
31946,10164587.0
31947,8200302.0
31948,6317412.0
31949,9379715.0
31950,12079429.0
31951,5407332.0
31952,5380341.5
31953,3700327.5
31954,10673975.0
31955,4789255.5
31956,8431666.0
31957,4282327.0
31958,4174797.75
31959,12215804.0
31960,6478243.5
31961,8210240.0
31962,4740999.0
31963,7212048.5
31964,4695078.0
31965,5970633.5
31966,13012067.0
31967,11487841.0
31968,6957867.0
31969,21666820.0
31970,5749485.5
31971,3911292.75
31972,5165477.5
31973,4911768.0
31974,7027521.5
31975,3950331.5
31976,4091992.75
31977,8830641.0
31978,4866271.5
31979,4401705.0
31980,4722268.0
31981,6037650.0
31982,8683626.0
31983,11295747.0
31984,7329737.5
31985,4754061.5
31986,4042256.5
31987,6083007.5
31988,7525278.5
31989,12578767.0
31990,3387997.0
31991,9579630.0
31992,4569499.5
31993,9056484.0
31994,6766336.5
31995,6927218.5
31996,10831318.0
31997,5254182.5
31998,3762698.5
31999,5352618.0
32000,6158875.5
32001,59301644.0
32002,20887630.0
32003,9468241.0
32004,6701079.5
32005,4663870.5
32006,14753971.0
32007,9535878.0
32008,6524297.5
32009,3747360.75
32010,7508604.0
32011,4981320.0
32012,1851799.25
32013,5450152.5
32014,5397661.0
32015,7360032.5
32016,6499258.5
32017,10145315.0
32018,6862425.0
32019,5806971.5
32020,5451088.5
32021,7843251.5
32022,5110554.0
32023,3933827.5
32024,5788437.5
32025,5447211.5
32026,4438073.0
32027,7422754.0
